Fiber X Coord,Fiber Y Coord,Strain,Timepoint
21.7387,36.5097,-0.005013094857490001,48.0
18.4705,39.3781,-0.005393948444950001,48.0
14.7839,40.9051,-0.00543741889073,48.0
10.4447,41.1879,-0.005146311534890001,48.0
